20, horizontal
17, horizontal
23, vertical
23, vertical
15, horizontal
21, horizontal
21, horizontal
23, horizontal
15, horizontal
17, horizontal
12, vertical
15, horizontal
18, horizontal
20, vertical
24, horizontal
18, horizontal
15, vertical
15, horizontal
20, vertical
18, vertical
17, vertical
22, vertical
23, horizontal
17, horizontal
18, vertical
20, horizontal
22, horizontal
19, vertical
17, horizontal
21, vertical
16, horizontal
10, horizontal
18, horizontal
18, vertical
25, vertical
15, horizontal
19, vertical
20, vertical
17, horizontal
19, vertical
23, vertical
9, horizontal
17, vertical
18, horizontal
20, vertical
15, horizontal
14, vertical
18, vertical
14, vertical
20, horizontal
21, horizontal
20, horizontal
14, vertical
16, horizontal
14, vertical
15, horizontal
25, horizontal
14, horizontal
16, horizontal
21, horizontal
21, horizontal
12, horizontal
5, horizontal
21, horizontal
17, horizontal
14, vertical
21, horizontal
20, vertical
19, vertical
20, vertical
13, vertical
28, horizontal
10, vertical
17, horizontal
22, vertical
20, vertical
17, horizontal
19, horizontal
12, vertical
22, vertical
19, vertical
18, horizontal
12, vertical
21, horizontal
17, horizontal
19, horizontal
17, horizontal
13, vertical
18, horizontal
15, horizontal
18, vertical
21, horizontal
24, vertical
21, horizontal
20, vertical
16, horizontal
18, horizontal
14, vertical
15, horizontal
15, vertical
15, horizontal
20, horizontal
18, horizontal
20, horizontal
16, vertical
22, vertical
14, horizontal
19, vertical
23, horizontal
18, horizontal
17, vertical
18, horizontal
18, horizontal
18, vertical
22, horizontal
11, horizontal
14, vertical
15, horizontal
14, horizontal
23, horizontal
18, horizontal
12, horizontal
22, horizontal
19, horizontal
25, horizontal
17, vertical
16, vertical
17, vertical
22, vertical
26, vertical
20, horizontal
17, horizontal
24, horizontal
17, horizontal
16, vertical
23, vertical
21, horizontal
13, horizontal
22, horizontal
20, horizontal
11, horizontal
20, vertical
17, horizontal
5, vertical
19, horizontal
22, vertical
13, horizontal
10, horizontal
20, horizontal
21, horizontal
24, horizontal
19, horizontal
14, vertical
22, horizontal
19, horizontal
24, vertical
27, vertical
19, vertical
16, horizontal
11, vertical
17, horizontal
18, horizontal
26, vertical
15, vertical
21, vertical
16, horizontal
16, vertical
14, vertical
11, horizontal
10, vertical
18, horizontal
11, horizontal
21, vertical
17, horizontal
15, horizontal
19, vertical
19, vertical
18, vertical
12, horizontal
20, vertical
18, vertical
16, vertical
23, horizontal
21, horizontal
19, vertical
26, horizontal
25, horizontal
13, vertical
18, vertical
21, vertical
19, horizontal
18, horizontal
22, horizontal
20, horizontal
17, horizontal
17, vertical
17, vertical
23, vertical
18, vertical
20, vertical
10, vertical
25, horizontal
18, horizontal
18, horizontal
24, vertical
18, horizontal
19, vertical
19, vertical
20, vertical
19, vertical
19, horizontal
17, vertical
20, vertical
17, vertical
21, vertical
16, vertical
14, vertical
20, horizontal
18, vertical
21, vertical
19, horizontal
22, horizontal
17, horizontal
13, vertical
17, vertical
26, vertical
24, vertical
16, vertical
13, horizontal
16, vertical
17, vertical
23, vertical
23, horizontal
17, horizontal
14, horizontal
24, vertical
18, horizontal
15, horizontal
12, vertical
17, horizontal
12, vertical
19, horizontal
20, horizontal
11, vertical
14, vertical
20, horizontal
24, horizontal
11, vertical
21, vertical
21, horizontal
15, horizontal
17, horizontal
18, vertical
23, horizontal
15, horizontal
27, horizontal
15, horizontal
17, vertical
22, vertical
22, vertical
18, horizontal
18, horizontal
23, horizontal
16, horizontal
18, horizontal
21, horizontal
25, vertical
18, horizontal
13, vertical
17, vertical
20, vertical
16, horizontal
9, horizontal
15, vertical
15, vertical
20, horizontal
22, vertical
24, vertical
20, horizontal
17, horizontal
10, horizontal
19, vertical
15, vertical
18, horizontal
18, vertical
19, vertical
22, vertical
16, vertical
22, vertical
13, vertical
10, vertical
21, vertical
12, vertical
20, vertical
17, vertical
17, horizontal
24, horizontal
17, vertical
27, horizontal
20, vertical
18, horizontal
22, vertical
21, vertical
19, vertical
9, horizontal
16, vertical
16, horizontal
19, vertical
24, vertical
13, horizontal
17, horizontal
19, horizontal
20, vertical
23, horizontal
23, vertical
21, horizontal
20, horizontal
22, horizontal
13, horizontal
20, vertical
20, vertical
19, horizontal
26, vertical
21, horizontal
20, horizontal
18, horizontal
18, horizontal
19, horizontal
12, horizontal
14, horizontal
13, vertical
26, horizontal
16, vertical
21, horizontal
21, horizontal
18, vertical
21, horizontal
21, horizontal
14, horizontal
14, horizontal
