33, vertical
27, horizontal
35, vertical
30, horizontal
13, vertical
19, vertical
41, horizontal
12, horizontal
20, vertical
29, vertical
30, horizontal
43, horizontal
31, vertical
39, vertical
16, horizontal
14, horizontal
28, horizontal
21, vertical
25, horizontal
29, horizontal
23, vertical
36, vertical
27, vertical
33, horizontal
21, vertical
27, vertical
20, vertical
33, horizontal
21, vertical
28, horizontal
33, horizontal
22, vertical
30, horizontal
27, horizontal
20, vertical
27, horizontal
38, horizontal
33, vertical
30, vertical
39, vertical
33, horizontal
39, horizontal
37, vertical
33, vertical
28, horizontal
29, horizontal
20, vertical
18, vertical
26, horizontal
25, horizontal
17, horizontal
33, horizontal
30, vertical
25, vertical
10, horizontal
25, horizontal
24, vertical
26, vertical
27, horizontal
30, horizontal
24, vertical
34, vertical
39, horizontal
37, vertical
39, vertical
30, horizontal
18, horizontal
32, horizontal
28, horizontal
30, horizontal
34, horizontal
25, vertical
35, horizontal
38, horizontal
25, vertical
24, vertical
37, vertical
40, vertical
21, vertical
25, horizontal
24, horizontal
35, horizontal
18, horizontal
34, vertical
31, horizontal
31, vertical
27, vertical
24, horizontal
22, horizontal
24, horizontal
28, vertical
32, vertical
23, horizontal
37, horizontal
30, horizontal
30, horizontal
15, vertical
19, vertical
20, horizontal
30, horizontal
27, horizontal
29, horizontal
32, vertical
21, horizontal
23, horizontal
29, horizontal
27, horizontal
29, horizontal
17, horizontal
25, vertical
26, vertical
27, horizontal
22, horizontal
29, horizontal
32, horizontal
29, horizontal
35, vertical
24, vertical
30, horizontal
23, vertical
31, horizontal
32, horizontal
19, vertical
30, horizontal
30, horizontal
40, vertical
22, vertical
32, vertical
40, vertical
17, vertical
17, vertical
26, horizontal
33, horizontal
32, horizontal
30, vertical
13, horizontal
30, vertical
21, horizontal
34, horizontal
32, vertical
31, vertical
36, vertical
32, horizontal
23, horizontal
29, horizontal
28, vertical
34, vertical
27, horizontal
29, vertical
31, vertical
34, vertical
23, horizontal
35, vertical
30, horizontal
18, horizontal
38, horizontal
32, horizontal
30, horizontal
23, vertical
36, horizontal
13, horizontal
34, horizontal
38, horizontal
31, horizontal
33, horizontal
35, vertical
33, vertical
43, vertical
27, vertical
32, vertical
33, vertical
16, vertical
20, vertical
20, vertical
32, vertical
31, vertical
27, horizontal
33, vertical
28, horizontal
23, horizontal
28, horizontal
26, vertical
33, horizontal
30, vertical
19, horizontal
33, vertical
22, vertical
14, horizontal
28, horizontal
37, vertical
34, horizontal
36, vertical
33, horizontal
34, horizontal
29, horizontal
36, horizontal
18, vertical
19, horizontal
26, vertical
11, horizontal
20, vertical
36, horizontal
